obs_id,point_id,lat,lon
S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A_P0001,15.501038661295068,-87.27693311285574
S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A_P0002,16.48065644573778,-87.27693311285574
S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A_P0003,16.48065644573778,-85.94967278139299
S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A_P0004,15.501038661295068,-85.94967278139299
S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A_P0005,15.501038661295068,-87.27693311285574
S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3_P0001,15.436349379632823,-88.99828576409824
S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3_P0002,16.255066250263045,-88.99828576409824
S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3_P0003,16.255066250263045,-87.62527367600113
S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3_P0004,15.436349379632823,-87.62527367600113
S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3_P0005,15.436349379632823,-88.99828576409824
S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5_P0001,15.436349379632823,-88.99828576409824
S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5_P0002,16.255066250263045,-88.99828576409824
S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5_P0003,16.255066250263045,-87.62527367600113
S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5_P0004,15.436349379632823,-87.62527367600113
S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5_P0005,15.436349379632823,-88.99828576409824
S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564_P0001,15.607012955029402,-87.5119601668675
S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564_P0002,16.17302149759974,-87.5119601668675
S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564_P0003,16.17302149759974,-86.86303983260098
S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564_P0004,15.607012955029402,-86.86303983260098
S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564_P0005,15.607012955029402,-87.5119601668675
S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8_P0001,15.607012955029402,-88.17215743268305
S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8_P0002,16.874406003915485,-88.17215743268305
S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8_P0003,16.874406003915485,-86.86303983260098
S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8_P0004,15.607012955029402,-86.86303983260098
S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8_P0005,15.607012955029402,-88.17215743268305
S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746_P0001,15.79185418239922,-85.3643907561948
S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746_P0002,16.357838329266173,-85.3643907561948
S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746_P0003,16.357838329266173,-84.6600233063052
S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746_P0004,15.79185418239922,-84.6600233063052
S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746_P0005,15.79185418239922,-85.3643907561948
S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471_P0001,15.712657413856142,-86.78704925521293
S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471_P0002,16.67953604249511,-86.78704925521293
S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471_P0003,16.67953604249511,-85.9176056269835
S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471_P0004,15.712657413856142,-85.9176056269835
S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471_P0005,15.712657413856142,-86.78704925521293
S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA_P0001,15.828801901184526,-88.16597691337944
S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA_P0002,16.41061166439338,-88.16597691337944
S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA_P0003,16.41061166439338,-87.5768449608399
S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA_P0004,15.828801901184526,-87.5768449608399
S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA_P0005,15.828801901184526,-88.16597691337944
S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D_P0001,15.828801901184526,-88.16597691337944
S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D_P0002,16.41061166439338,-88.16597691337944
S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D_P0003,16.41061166439338,-87.5768449608399
S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D_P0004,15.828801901184526,-87.5768449608399
S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D_P0005,15.828801901184526,-88.16597691337944
S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8_P0001,15.435198827060422,-88.69926225115887
S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8_P0002,16.11415234940613,-88.69926225115887
S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8_P0003,16.11415234940613,-87.85103079123297
S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8_P0004,15.435198827060422,-87.85103079123297
S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8_P0005,15.435198827060422,-88.69926225115887
S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A_P0001,15.533028832295825,-88.37430180321874
S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A_P0002,16.188869627099788,-88.37430180321874
S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A_P0003,16.188869627099788,-87.74203120459376
S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A_P0004,15.533028832295825,-87.74203120459376
S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A_P0005,15.533028832295825,-88.37430180321874
S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A_P0001,15.802411374203814,-88.16041282432768
S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A_P0002,16.352560223828963,-88.16041282432768
S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A_P0003,16.352560223828963,-87.51646333141328
S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A_P0004,15.802411374203814,-87.51646333141328
S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A_P0005,15.802411374203814,-88.16041282432768
S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901_P0001,15.70209547181161,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901_P0002,16.29449182080267,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901_P0003,16.29449182080267,-86.44540705036115
S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901_P0004,15.70209547181161,-86.44540705036115
S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901_P0005,15.70209547181161,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4_P0001,15.70209547181161,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4_P0002,16.29449182080267,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4_P0003,16.29449182080267,-86.44540705036115
S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4_P0004,15.70209547181161,-86.44540705036115
S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4_P0005,15.70209547181161,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C_P0001,15.70209547181161,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C_P0002,16.29449182080267,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C_P0003,16.29449182080267,-86.44540705036115
S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C_P0004,15.70209547181161,-86.44540705036115
S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C_P0005,15.70209547181161,-87.10012517620135
S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612_P0001,-6.279836778584312,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612_P0002,-5.716940365005332,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612_P0003,-5.716940365005332,107.16562704746244
S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612_P0004,-6.279836778584312,107.16562704746244
S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612_P0005,-6.279836778584312,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713_P0001,-6.279836778584312,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713_P0002,-5.716940365005332,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713_P0003,-5.716940365005332,107.16562704746244
S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713_P0004,-6.279836778584312,107.16562704746244
S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713_P0005,-6.279836778584312,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3_P0001,-6.279836778584312,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3_P0002,-5.716940365005332,106.57674634207596
S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3_P0003,-5.716940365005332,107.16562704746244
S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3_P0004,-6.279836778584312,107.16562704746244
S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3_P0005,-6.279836778584312,106.57674634207596
S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816_P0001,15.5168702981655,-87.2599424969865
S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816_P0002,16.241527436717575,-87.2599424969865
S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816_P0003,16.241527436717575,-85.98152009921802
S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816_P0004,15.5168702981655,-85.98152009921802
S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816_P0005,15.5168702981655,-87.2599424969865
S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31_P0001,15.5168702981655,-87.2599424969865
S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31_P0002,16.241527436717575,-87.2599424969865
S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31_P0003,16.241527436717575,-85.98152009921802
S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31_P0004,15.5168702981655,-85.98152009921802
S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31_P0005,15.5168702981655,-87.2599424969865
S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB_P0001,15.427338855980462,-88.60607258960503
S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB_P0002,16.17492831758835,-88.60607258960503
S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB_P0003,16.17492831758835,-87.78238175839385
S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB_P0004,15.427338855980462,-87.78238175839385
S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB_P0005,15.427338855980462,-88.60607258960503
S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819_P0001,15.427338855980462,-88.60607258960503
S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819_P0002,16.17492831758835,-88.60607258960503
S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819_P0003,16.17492831758835,-87.78238175839385
S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819_P0004,15.427338855980462,-87.78238175839385
S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819_P0005,15.427338855980462,-88.60607258960503
S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314_P0001,16.182094496299715,-86.43068463158465
S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314_P0002,16.821757831089872,-86.43068463158465
S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314_P0003,16.821757831089872,-85.4614509234023
S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314_P0004,16.182094496299715,-85.4614509234023
S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314_P0005,16.182094496299715,-86.43068463158465
S1_S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9,S1_S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9_P0001,-9.35541258776083,114.91314823657177
S1_S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9,S1_S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9_P0002,-8.398207345008178,114.91314823657177
