key,tile,scene_date,s2_product,s2_acquired_utc,s1_product,s1_acquired_utc,s1_delta_hours,centroid_lon,centroid_lat,bbox_wgs84,planet_quick_search_curl_extended,s1_catalog_query_url
16PCC/2018-12-13,16PCC,2018-12-13,S2A_MSIL2A_20181213T161651_N0500_R140_T16PCC_20230701T222407.SAFE,2018-12-13T16:16:51Z,S1A_IW_GRDH_1SDV_20181212T000625_20181212T000650_024985_02C127_1865.SAFE,2018-12-12T00:06:25Z,-40.17,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-12-12T16:16:51Z"",""lte"":""2018-12-14T16:16:51Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202018-11-28T16:16:51Z%20and%20ContentDate/Start%20lt%202018-12-28T16:16:51Z%20and%20contains(Name,'_GRD')"
16PCC/2019-01-27,16PCC,2019-01-27,S2B_MSIL2A_20190127T161539_N0500_R140_T16PCC_20221220T023711.SAFE,2019-01-27T16:15:39Z,S1A_IW_GRDH_1SDV_20190129T000559_20190129T000624_025685_02DA7E_9FCB.SAFE,2019-01-29T00:05:59Z,+31.84,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2019-01-26T16:15:39Z"",""lte"":""2019-01-28T16:15:39Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202019-01-12T16:15:39Z%20and%20ContentDate/Start%20lt%202019-02-11T16:15:39Z%20and%20contains(Name,'_GRD')"
16PCC/2019-09-04,16PCC,2019-09-04,S2B_MSIL2A_20190904T160829_N0500_R140_T16PCC_20230430T074425.SAFE,2019-09-04T16:08:29Z,S1A_IW_GRDH_1SDV_20190906T114540_20190906T114605_028900_0346B6_1415.SAFE,2019-09-06T11:45:40Z,+43.62,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2019-09-03T16:08:29Z"",""lte"":""2019-09-05T16:08:29Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202019-08-20T16:08:29Z%20and%20ContentDate/Start%20lt%202019-09-19T16:08:29Z%20and%20contains(Name,'_GRD')"
16PCC/2020-08-24,16PCC,2020-08-24,S2A_MSIL2A_20200824T160911_N0500_R140_T16PCC_20230407T104832.SAFE,2020-08-24T16:09:11Z,S1A_IW_GRDH_1SDV_20200827T000613_20200827T000638_034085_03F518_9B19.SAFE,2020-08-27T00:06:13Z,+55.95,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-08-23T16:09:11Z"",""lte"":""2020-08-25T16:09:11Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202020-08-09T16:09:11Z%20and%20ContentDate/Start%20lt%202020-09-08T16:09:11Z%20and%20contains(Name,'_GRD')"
16PCC/2020-09-18,16PCC,2020-09-18,S2B_MSIL2A_20200918T160839_N0500_R140_T16PCC_20230417T044949.SAFE,2020-09-18T16:08:39Z,S1A_IW_GRDH_1SDV_20200920T000614_20200920T000639_034435_040179_1CB8.SAFE,2020-09-20T00:06:14Z,+31.96,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-09-17T16:08:39Z"",""lte"":""2020-09-19T16:08:39Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202020-09-03T16:08:39Z%20and%20ContentDate/Start%20lt%202020-10-03T16:08:39Z%20and%20contains(Name,'_GRD')"
16PCC/2020-09-23,16PCC,2020-09-23,S2A_MSIL2A_20200923T161011_N0500_R140_T16PCC_20230313T074653.SAFE,2020-09-23T16:10:11Z,S1A_IW_GRDH_1SDV_20200924T114548_20200924T114613_034500_0403CA_5D76.SAFE,2020-09-24T11:45:48Z,+19.59,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-09-22T16:10:11Z"",""lte"":""2020-09-24T16:10:11Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202020-09-08T16:10:11Z%20and%20ContentDate/Start%20lt%202020-10-08T16:10:11Z%20and%20contains(Name,'_GRD')"
16PCC/2020-09-28,16PCC,2020-09-28,S2B_MSIL2A_20200928T160949_N0500_R140_T16PCC_20230405T115718.SAFE,2020-09-28T16:09:49Z,S1A_IW_GRDH_1SDV_20200926T235838_20200926T235903_034537_04050D_EE25.SAFE,2020-09-26T23:58:38Z,-40.19,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-09-27T16:09:49Z"",""lte"":""2020-09-29T16:09:49Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202020-09-13T16:09:49Z%20and%20ContentDate/Start%20lt%202020-10-13T16:09:49Z%20and%20contains(Name,'_GRD')"
16PCC/2020-11-15,16PCC,2020-11-15,S2A_MSIL2A_20201115T162541_N0500_R040_T16PCC_20230303T072731.SAFE,2020-11-15T16:25:41Z,S1A_IW_GRDH_1SDV_20201113T235838_20201113T235903_035237_041D66_520E.SAFE,2020-11-13T23:58:38Z,-40.45,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-11-14T16:25:41Z"",""lte"":""2020-11-16T16:25:41Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202020-10-31T16:25:41Z%20and%20ContentDate/Start%20lt%202020-11-30T16:25:41Z%20and%20contains(Name,'_GRD')"
16PCC/2020-12-12,16PCC,2020-12-12,S2A_MSIL2A_20201212T161651_N0500_R140_T16PCC_20230226T060828.SAFE,2020-12-12T16:16:51Z,S1A_IW_GRDH_1SDV_20201213T000613_20201213T000638_035660_042BF6_F569.SAFE,2020-12-13T00:06:13Z,+7.82,-88.354572,15.780086,"-88.871582, 15.280429, -87.840115, 16.279149","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-88.862501334991,15.280429154985],[-88.871582182422,16.272556693544],[-87.84421324856,16.279149270631],[-87.840114852151,15.286600159131],[-88.862501334991,15.280429154985]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-12-11T16:16:51Z"",""lte"":""2020-12-13T16:16:51Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-88.871582182422%2015.280429154985,-88.871582182422%2016.279149270631,-87.840114852151%2016.279149270631,-87.840114852151%2015.280429154985,-88.871582182422%2015.280429154985))')%20and%20ContentDate/Start%20gt%202020-11-27T16:16:51Z%20and%20ContentDate/Start%20lt%202020-12-27T16:16:51Z%20and%20contains(Name,'_GRD')"
16PDC/2016-11-03,16PDC,2016-11-03,S2A_MSIL2A_20161103T161432_N0500_R140_T16PDC_20231016T124602.SAFE,2016-11-03T16:14:32Z,S1B_IW_GRDH_1SSV_20161102T114453_20161102T114522_002779_004B4B_E162.SAFE,2016-11-02T11:44:53Z,-28.49,-87.42144,15.783895,"-87.936301, 15.286238, -86.908649, 16.280814","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.931755484482,15.286237505127],[-87.936300787397,16.278761841138],[-86.908649214991,16.280813604394],[-86.909092758013,15.288158060474],[-87.931755484482,15.286237505127]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2016-11-02T16:14:32Z"",""lte"":""2016-11-04T16:14:32Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.936300787397%2015.286237505127,-87.936300787397%2016.280813604394,-86.908649214991%2016.280813604394,-86.908649214991%2015.286237505127,-87.936300787397%2015.286237505127))')%20and%20ContentDate/Start%20gt%202016-10-19T16:14:32Z%20and%20ContentDate/Start%20lt%202016-11-18T16:14:32Z%20and%20contains(Name,'_GRD')"
16PDC/2018-09-19,16PDC,2018-09-19,S2B_MSIL2A_20180919T160929_N0500_R140_T16PDC_20230623T052740.SAFE,2018-09-19T16:09:29Z,S1A_IW_GRDH_1SDV_20180919T000626_20180919T000651_023760_029754_FD6F.SAFE,2018-09-19T00:06:26Z,-16.05,-87.42144,15.783895,"-87.936301, 15.286238, -86.908649, 16.280814","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.931755484482,15.286237505127],[-87.936300787397,16.278761841138],[-86.908649214991,16.280813604394],[-86.909092758013,15.288158060474],[-87.931755484482,15.286237505127]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-09-18T16:09:29Z"",""lte"":""2018-09-20T16:09:29Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.936300787397%2015.286237505127,-87.936300787397%2016.280813604394,-86.908649214991%2016.280813604394,-86.908649214991%2015.286237505127,-87.936300787397%2015.286237505127))')%20and%20ContentDate/Start%20gt%202018-09-04T16:09:29Z%20and%20ContentDate/Start%20lt%202018-10-04T16:09:29Z%20and%20contains(Name,'_GRD')"
16PDC/2018-10-24,16PDC,2018-10-24,S2A_MSIL2A_20181024T161331_N0500_R140_T16PDC_20230729T044439.SAFE,2018-10-24T16:13:31Z,S1A_IW_GRDH_1SDV_20181024T113745_20181024T113810_024277_02A836_510F.SAFE,2018-10-24T11:37:45Z,-4.60,-87.42144,15.783895,"-87.936301, 15.286238, -86.908649, 16.280814","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.931755484482,15.286237505127],[-87.936300787397,16.278761841138],[-86.908649214991,16.280813604394],[-86.909092758013,15.288158060474],[-87.931755484482,15.286237505127]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-10-23T16:13:31Z"",""lte"":""2018-10-25T16:13:31Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.936300787397%2015.286237505127,-87.936300787397%2016.280813604394,-86.908649214991%2016.280813604394,-86.908649214991%2015.286237505127,-87.936300787397%2015.286237505127))')%20and%20ContentDate/Start%20gt%202018-10-09T16:13:31Z%20and%20ContentDate/Start%20lt%202018-11-08T16:13:31Z%20and%20contains(Name,'_GRD')"
16PDC/2018-11-03,16PDC,2018-11-03,S2A_MSIL2A_20181103T161431_N0500_R140_T16PDC_20230708T055417.SAFE,2018-11-03T16:14:31Z,S1A_IW_GRDH_1SDV_20181105T113716_20181105T113745_024452_02AE25_2BA4.SAFE,2018-11-05T11:37:16Z,+43.38,-87.42144,15.783895,"-87.936301, 15.286238, -86.908649, 16.280814","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.931755484482,15.286237505127],[-87.936300787397,16.278761841138],[-86.908649214991,16.280813604394],[-86.909092758013,15.288158060474],[-87.931755484482,15.286237505127]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-11-02T16:14:31Z"",""lte"":""2018-11-04T16:14:31Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.936300787397%2015.286237505127,-87.936300787397%2016.280813604394,-86.908649214991%2016.280813604394,-86.908649214991%2015.286237505127,-87.936300787397%2015.286237505127))')%20and%20ContentDate/Start%20gt%202018-10-19T16:14:31Z%20and%20ContentDate/Start%20lt%202018-11-18T16:14:31Z%20and%20contains(Name,'_GRD')"
16PDC/2020-09-18,16PDC,2020-09-18,S2B_MSIL2A_20200918T160839_N0500_R140_T16PDC_20230417T044949.SAFE,2020-09-18T16:08:39Z,S1A_IW_GRDH_1SDV_20200919T113728_20200919T113757_034427_040131_4EA8.SAFE,2020-09-19T11:37:28Z,+19.48,-87.42144,15.783895,"-87.936301, 15.286238, -86.908649, 16.280814","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.931755484482,15.286237505127],[-87.936300787397,16.278761841138],[-86.908649214991,16.280813604394],[-86.909092758013,15.288158060474],[-87.931755484482,15.286237505127]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-09-17T16:08:39Z"",""lte"":""2020-09-19T16:08:39Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.936300787397%2015.286237505127,-87.936300787397%2016.280813604394,-86.908649214991%2016.280813604394,-86.908649214991%2015.286237505127,-87.936300787397%2015.286237505127))')%20and%20ContentDate/Start%20gt%202020-09-03T16:08:39Z%20and%20ContentDate/Start%20lt%202020-10-03T16:08:39Z%20and%20contains(Name,'_GRD')"
16PDC/2020-09-28,16PDC,2020-09-28,S2B_MSIL2A_20200928T160949_N0500_R140_T16PDC_20230405T115718.SAFE,2020-09-28T16:09:49Z,S1A_IW_GRDH_1SDV_20200926T235838_20200926T235903_034537_04050D_EE25.SAFE,2020-09-26T23:58:38Z,-40.19,-87.42144,15.783895,"-87.936301, 15.286238, -86.908649, 16.280814","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.931755484482,15.286237505127],[-87.936300787397,16.278761841138],[-86.908649214991,16.280813604394],[-86.909092758013,15.288158060474],[-87.931755484482,15.286237505127]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-09-27T16:09:49Z"",""lte"":""2020-09-29T16:09:49Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.936300787397%2015.286237505127,-87.936300787397%2016.280813604394,-86.908649214991%2016.280813604394,-86.908649214991%2015.286237505127,-87.936300787397%2015.286237505127))')%20and%20ContentDate/Start%20gt%202020-09-13T16:09:49Z%20and%20ContentDate/Start%20lt%202020-10-13T16:09:49Z%20and%20contains(Name,'_GRD')"
16PEC/2015-11-29,16PEC,2015-11-29,S2A_MSIL2A_20151129T161622_N0500_R140_T16PEC_20231015T182659.SAFE,2015-11-29T16:16:22Z,S1A_IW_GRDH_1SSV_20151203T113710_20151203T113739_008877_00CB13_040C.SAFE,2015-12-03T11:37:10Z,+91.35,-86.487627,15.7837,"-87.000187, 15.285842, -85.972550, 16.280833","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.000186285416,15.288176518162],[-87.000187194318,16.28083332308],[-85.972550104722,16.278338896752],[-85.977537713982,15.28584160725],[-87.000186285416,15.288176518162]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2015-11-28T16:16:22Z"",""lte"":""2015-11-30T16:16:22Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.000187194318%2015.28584160725,-87.000187194318%2016.28083332308,-85.972550104722%2016.28083332308,-85.972550104722%2015.28584160725,-87.000187194318%2015.28584160725))')%20and%20ContentDate/Start%20gt%202015-11-14T16:16:22Z%20and%20ContentDate/Start%20lt%202015-12-14T16:16:22Z%20and%20contains(Name,'_GRD')"
16PEC/2017-01-12,16PEC,2017-01-12,S2A_MSIL2A_20170112T161621_N0500_R140_T16PEC_20231026T055304.SAFE,2017-01-12T16:16:21Z,S1A_IW_GRDH_1SDV_20170109T235750_20170109T235815_014762_01808F_95EC.SAFE,2017-01-09T23:57:50Z,-64.31,-86.487627,15.7837,"-87.000187, 15.285842, -85.972550, 16.280833","curl -u ""$PL_API_KEY:"" -X POST ""https://api.planet.com/data/v1/quick-search"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""filter"":{""type"":""AndFilter"",""config"":[{""type"":""GeometryFilter"",""field_name"":""geometry"",""config"":{""type"":""Polygon"",""coordinates"":[[[-87.000186285416,15.288176518162],[-87.000187194318,16.28083332308],[-85.972550104722,16.278338896752],[-85.977537713982,15.28584160725],[-87.000186285416,15.288176518162]]]}},{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2017-01-11T16:16:21Z"",""lte"":""2017-01-13T16:16:21Z""}}]},""sort"":[{""field_name"":""acquired"",""direction"":""asc""}],""limit"":250}'","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?$top=200&$orderby=ContentDate/Start%20asc&$filter=Collection/Name%20eq%20'SENTINEL-1'%20and%20OData.CSC.Intersects(area=geography'SRID=4326;POLYGON((-87.000187194318%2015.28584160725,-87.000187194318%2016.28083332308,-85.972550104722%2016.28083332308,-85.972550104722%2015.28584160725,-87.000187194318%2015.28584160725))')%20and%20ContentDate/Start%20gt%202016-12-28T16:16:21Z%20and%20ContentDate/Start%20lt%202017-01-27T16:16:21Z%20and%20contains(Name,'_GRD')"
