dataset,scene_id,observation_id,area,role,source_shapefile_path,source_layer_type,source_feature_id,raw_class_label,normalized_class_label,sample_id,image_path,mask_path,patch_width,patch_height,centroid_x,centroid_y,geometry_area,edge_touch,extraction_status
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,21,,plastic,before_20181012T054431_21,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_21_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_21_mask.tif,256,256,3.547415101171243,39.505837766722834,0.001145342582010149,True,ok
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,24,,plastic,before_20181012T054431_24,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_24_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_24_mask.tif,256,256,3.7412567349029238,39.83511923643092,0.00037271987965962637,True,ok
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,25,,plastic,before_20181012T054431_25,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_25_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_25_mask.tif,256,256,3.6730223801070534,39.754039150810854,0.0006158957750240711,True,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,05,,plastic,before_20181030T181758_05,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_05_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_05_mask.tif,256,256,-0.5071680407091145,5.3113241269954985,3.827356083506371e-06,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,06,,plastic,before_20181030T181758_06,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_06_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_06_mask.tif,256,256,-0.5285725964603948,5.280370445731379,6.170502287910204e-06,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,07,,plastic,before_20181030T181758_07,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_07_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_07_mask.tif,256,256,-0.5306612226825685,5.26677172185646,7.13122733127302e-06,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,09,,plastic,before_20181030T181758_09,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_09_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_09_mask.tif,256,256,-0.531695664012931,5.239157824584453,2.2497484360182633e-05,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,10,,plastic,before_20181030T181758_10,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_10_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_10_mask.tif,256,256,-0.5131734838399084,5.3031336158479965,4.892069197469223e-06,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,01,,plastic,before_20181030T181758_01,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_01_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_01_mask.tif,256,256,-0.32344331953818967,5.477375366441911,4.618027384361254e-06,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,02,,plastic,before_20181030T181758_02,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_02_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_02_mask.tif,256,256,-0.33244896827224074,5.462450784117258,2.431955386321364e-05,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,03,,plastic,before_20181030T181758_03,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_03_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_03_mask.tif,256,256,-0.3404316401554512,5.452554100803597,1.2927276855209577e-06,False,ok
meria_global,before_20181030T181758,91ea9edc-67b4-4211-8532-35deec4a3148,Ghana,before,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_patches.shp,digitised_patches,04,,plastic,before_20181030T181758_04,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_04_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\plastic\before_20181030T181758_04_mask.tif,256,256,-0.34113993593813585,5.44949596652396,1.6261947458419119e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,1,Ship,ship,before_20181030T181758_1,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_1_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_1_mask.tif,256,256,-0.21109205348745821,5.31190840828984,4.08274718661106e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,2,Wake,wake,before_20181030T181758_2,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\wake\before_20181030T181758_2_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\wake\before_20181030T181758_2_mask.tif,256,256,-0.20663874899085724,5.309394971734912,2.7836762308391184e-05,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,3,calm_water,calm_water,before_20181030T181758_3,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_3_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_3_mask.tif,256,256,0.026145345120512906,5.3975128653530176,0.00598906105565121,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,5,Ship,ship,before_20181030T181758_5,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_5_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_5_mask.tif,256,256,0.02192333447196937,5.542091349319766,1.4798098247463499e-05,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,6,Ship,ship,before_20181030T181758_6,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_6_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_6_mask.tif,256,256,0.012539334216173384,5.554991892065586,1.3541359542796746e-05,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,7,Ship,ship,before_20181030T181758_7,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_7_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_7_mask.tif,256,256,-0.004015349332043148,5.572518224770269,8.13986351806543e-07,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,8,Slick,slick,before_20181030T181758_8,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_8_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_8_mask.tif,256,256,-0.4547533811442971,5.105866394985898,0.0001369332570984644,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,10,Slick,slick,before_20181030T181758_10,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_10_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_10_mask.tif,256,256,-0.4259228172753253,5.094593602855395,0.00014122270472993273,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,11,Ship,ship,before_20181030T181758_11,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_11_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_11_mask.tif,256,256,-0.40985826096085,5.222808334190732,4.886811917065238e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,13,Wake,wake,before_20181030T181758_13,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\wake\before_20181030T181758_13_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\wake\before_20181030T181758_13_mask.tif,256,256,-0.4088668016582718,5.217825471227785,1.7372345587584824e-05,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,15,calm_water,calm_water,before_20181030T181758_15,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_15_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_15_mask.tif,256,256,-0.32909395139171294,5.245916368169307,0.003928115410623659,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,16,Ship,ship,before_20181030T181758_16,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_16_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_16_mask.tif,256,256,0.008268661540996813,5.585520544146207,3.7652553033267653e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,17,Ship,ship,before_20181030T181758_17,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_17_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_17_mask.tif,256,256,0.020055013522993655,5.610859746056111,3.34854720651522e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,19,Ship,ship,before_20181030T181758_19,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_19_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_19_mask.tif,256,256,0.05524524203171625,5.592086433970225,3.3125813291128923e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,20,Ship,ship,before_20181030T181758_20,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_20_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_20_mask.tif,256,256,0.028159265634924192,5.618099852393498,4.492117417630647e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,23,calm_water,calm_water,before_20181030T181758_23,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_23_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_23_mask.tif,256,256,0.18182931561645077,5.608778200647198,0.001971412933941264,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,24,Slick,slick,before_20181030T181758_24,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_24_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_24_mask.tif,256,256,-0.5471588048090081,5.064520147062651,0.0001934782307907255,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,25,Slick,slick,before_20181030T181758_25,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_25_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\slick\before_20181030T181758_25_mask.tif,256,256,-0.5842017900832575,4.970139419115573,3.274796487795035e-05,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,26,Ship,ship,before_20181030T181758_26,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_26_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_26_mask.tif,256,256,0.12072755545191843,5.5105057732321185,4.7412948038932315e-06,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,27,calm_water,calm_water,before_20181030T181758_27,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_27_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\calm_water\before_20181030T181758_27_mask.tif,256,256,0.32933636351434004,5.404626011706737,0.0016016936358564614,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,28,Ship,ship,before_20181030T181758_28,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_28_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\ship\before_20181030T181758_28_mask.tif,256,256,0.13782230226314318,5.5726777767138,0.00020776011467942018,False,ok
meria_global,before_20181030T181758,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana\before_20181030T181758\digitised_patches\91ea9edc-67b4-4211-8532-35deec4a3148_Ghana_before_20181030T181758_digitised_other_features.shp,digitised_other_features,29,Wake,wake,before_20181030T181758_29,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\wake\before_20181030T181758_29_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181030T181758\wake\before_20181030T181758_29_mask.tif,256,256,0.02361303518775429,5.596518038185025,2.190065557484516e-06,False,ok
